# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = barebones_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = barebones.data.R
# init = 2 (Default)
# random
#   seed = 901527629
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,icpt,slope,sigma
# Adaptation terminated
# Step size = 0.229652
# Diagonal elements of inverse mass matrix:
# 0.360458, 0.0194784, 0.139412
2.34347,1,0.229652,2,3,0,-0.626547,1.39533,0.487445
2.60911,0.608198,0.229652,3,5,0,-0.474795,1.36182,0.388334
2.81368,0.976308,0.229652,3,7,0,-0.571934,1.41208,0.41213
1.70288,0.78027,0.229652,4,11,0,-0.921815,1.50346,0.514104
2.87369,0.921741,0.229652,3,7,0,-0.569801,1.40811,0.385206
2.08446,0.731487,0.229652,4,11,0,-0.87497,1.45001,0.456774
2.39324,0.562809,0.229652,2,3,0,-0.576174,1.37524,0.41901
2.70591,0.31629,0.229652,3,7,0,-0.520754,1.41416,0.350717
2.57017,0.976297,0.229652,4,15,0,-0.406822,1.35401,0.45052
2.47384,0.900834,0.229652,3,7,0,-0.311864,1.37981,0.406566
2.24258,0.968335,0.229652,3,7,0,-0.678624,1.39841,0.360725
2.24258,0.597841,0.229652,2,3,0,-0.678624,1.39841,0.360725
1.36075,0.815288,0.229652,4,9,0,-0.444237,1.42776,0.621228
1.66601,0.97154,0.229652,4,15,0,-0.736989,1.41436,0.596013
2.34761,0.999309,0.229652,3,7,0,-0.51734,1.36786,0.480099
2.31953,0.948435,0.229652,2,3,0,-0.407144,1.3954,0.502277
2.84727,0.979482,0.229652,3,7,0,-0.486486,1.39051,0.415726
2.47477,0.937612,0.229652,3,7,0,-0.414992,1.39058,0.484854
2.72525,0.997158,0.229652,4,15,0,-0.463041,1.36835,0.346398
2.8639,0.992968,0.229652,4,9,0,-0.388976,1.3664,0.378578
2.81228,0.982626,0.229652,2,3,0,-0.368629,1.37439,0.373786
2.57554,0.661741,0.229652,3,5,0,-0.677865,1.41556,0.345027
2.613,0.919283,0.229652,3,7,0,-0.421383,1.37523,0.304967
2.613,0.307088,0.229652,2,3,0,-0.421383,1.37523,0.304967
1.40667,0.49189,0.229652,2,3,0,-0.252381,1.34957,0.263413
1.40667,0.00226013,0.229652,2,3,0,-0.252381,1.34957,0.263413
1.40667,0.000295375,0.229652,1,1,0,-0.252381,1.34957,0.263413
1.40667,0.116359,0.229652,3,7,0,-0.252381,1.34957,0.263413
1.40667,0.101374,0.229652,2,3,0,-0.252381,1.34957,0.263413
1.40667,4.13477e-05,0.229652,1,1,0,-0.252381,1.34957,0.263413
1.40667,0.161627,0.229652,3,7,0,-0.252381,1.34957,0.263413
-0.0501955,0.216572,0.229652,2,3,0,-0.260098,1.30915,0.255468
1.43909,1,0.229652,4,15,0,-0.644104,1.41508,0.665485
1.3064,0.938543,0.229652,2,3,0,-0.45989,1.43464,0.619118
2.11862,0.998329,0.229652,3,7,0,-0.572189,1.36855,0.481225
2.11862,0.754596,0.229652,2,3,0,-0.572189,1.36855,0.481225
2.01577,0.979303,0.229652,3,7,0,-0.430364,1.33549,0.482277
0.840548,0.896601,0.229652,3,7,0,0.0750655,1.31329,0.388227
1.55883,0.98276,0.229652,4,15,0,-0.822809,1.49661,0.375672
1.2075,0.695568,0.229652,4,15,0,-0.155551,1.3016,0.671643
1.5738,0.993833,0.229652,4,15,0,0.0785906,1.27435,0.50866
2.40419,0.999311,0.229652,3,7,0,-0.163223,1.32995,0.427304
-1.02868,0.409833,0.229652,3,7,0,0.14008,1.24689,0.290037
-1.02868,0.0928393,0.229652,1,1,0,0.14008,1.24689,0.290037
-0.0959353,0.998656,0.229652,3,7,0,-0.178996,1.31773,0.918694
1.63385,0.999745,0.229652,3,7,0,-0.432182,1.37971,0.640905
1.0059,0.951352,0.229652,2,3,0,-0.538844,1.34436,0.662897
2.21926,0.969309,0.229652,2,3,0,-0.317247,1.37466,0.516909
1.19403,0.89778,0.229652,4,11,0,-1.12503,1.50033,0.542767
1.57909,0.58791,0.229652,4,15,0,-0.454398,1.33305,0.362593
0.893449,0.831759,0.229652,4,15,0,-0.363732,1.29294,0.586663
1.89637,1,0.229652,3,7,0,-0.287373,1.31773,0.544812
1.29466,0.886198,0.229652,2,3,0,-0.433172,1.31712,0.556077
0.456523,1,0.229652,4,15,0,0.231466,1.26929,0.70107
0.558945,0.996472,0.229652,3,7,0,0.254078,1.23598,0.68168
-0.0796501,0.851244,0.229652,2,3,0,0.0698562,1.19773,0.695284
-2.40079,0.999101,0.229652,4,15,0,0.829986,1.01903,0.930231
-3.01896,0.983206,0.229652,2,3,0,0.820869,0.987561,0.988254
-3.51474,0.993251,0.229652,4,15,0,1.23861,0.925204,1.0103
-3.64217,1,0.229652,3,7,0,1.41913,0.907477,1.08626
-4.31262,0.966026,0.229652,4,9,0,0.535681,1.07399,1.83474
-4.58486,0.998952,0.229652,4,15,0,1.90202,0.936153,0.970343
-5.57018,0.9845,0.229652,3,7,0,2.16547,0.85013,0.964553
-4.78545,0.990746,0.229652,3,7,0,2.00116,0.822832,1.52477
-2.96595,0.995742,0.229652,4,11,0,1.34308,0.985461,0.872067
-4.4657,0.953619,0.229652,4,15,0,0.606113,1.1596,1.96532
-2.52356,1,0.229652,3,7,0,0.605183,1.07726,1.23371
1.20631,0.916334,0.229652,4,13,0,-0.0775321,1.33986,0.635315
2.26453,0.966772,0.229652,4,13,0,-0.651816,1.41106,0.519897
2.5168,0.984562,0.229652,4,15,0,-0.610522,1.41251,0.304261
2.82838,0.903979,0.229652,3,7,0,-0.401762,1.37565,0.410869
2.16489,0.800478,0.229652,4,9,0,-0.356691,1.38786,0.521892
2.42179,0.993758,0.229652,4,15,0,-0.276694,1.34209,0.485119
-0.306792,0.886709,0.229652,4,15,0,-1.49039,1.57032,0.531557
2.36324,0.679856,0.229652,5,23,0,-0.18843,1.33247,0.467185
2.71725,0.974015,0.229652,4,11,0,-0.338846,1.37239,0.363305
2.62322,0.998428,0.229652,4,15,0,-0.387496,1.38161,0.322832
2.62322,0.0551037,0.229652,2,3,0,-0.387496,1.38161,0.322832
2.03352,0.836023,0.229652,4,11,0,-0.671524,1.39628,0.522481
1.65508,0.809383,0.229652,2,3,0,-0.809801,1.40895,0.452959
1.38697,0.856846,0.229652,3,7,0,-0.729945,1.38231,0.427401
-1.17575,0.577909,0.229652,3,5,0,-0.492811,1.46243,0.306483
0.0386352,1,0.229652,4,15,0,-0.077552,1.22061,0.539432
1.46015,0.884192,0.229652,3,7,0,-0.202063,1.379,0.377251
2.79044,1,0.229652,2,3,0,-0.350037,1.35577,0.399228
2.79044,0.372109,0.229652,2,3,0,-0.350037,1.35577,0.399228
2.74645,0.988587,0.229652,3,7,0,-0.619903,1.42215,0.420551
1.84761,0.878317,0.229652,3,7,0,-0.903168,1.50076,0.442807
-0.597098,0.551485,0.229652,4,15,0,-0.739858,1.405,1.00353
1.90002,0.399482,0.229652,4,14,1,-0.574158,1.45372,0.477968
-0.144935,0.737374,0.229652,3,7,0,-1.1463,1.4433,0.629108
0.497613,1,0.229652,1,1,0,-1.09306,1.45727,0.647734
0.346182,0.910626,0.229652,4,15,0,-0.930664,1.43365,0.333996
2.37625,0.982033,0.229652,3,7,0,-0.602574,1.3806,0.39897
2.60718,0.984139,0.229652,2,3,0,-0.722765,1.44536,0.397317
1.4801,0.876405,0.229652,3,7,0,-0.996629,1.48173,0.572078
1.67266,0.987042,0.229652,2,3,0,-0.892266,1.49142,0.558627
2.72902,0.983674,0.229652,4,15,0,-0.662717,1.41659,0.387607
2.3265,0.882131,0.229652,4,11,0,-0.425753,1.35532,0.502048
2.15682,0.960717,0.229652,2,3,0,-0.140087,1.33012,0.490451
-0.57015,0.9211,0.229652,4,15,0,0.639909,1.14548,0.66173
0.217036,0.98832,0.229652,3,7,0,0.3647,1.22246,0.706873
-1.01105,0.979933,0.229652,5,31,0,0.721092,1.14755,0.840054
2.23027,0.978886,0.229652,4,11,0,-0.480535,1.35006,0.444692
2.68871,1,0.229652,2,3,0,-0.359169,1.35688,0.440269
1.57869,0.850523,0.229652,4,11,0,-0.57253,1.45282,0.574713
-0.186543,0.986881,0.229652,4,15,0,0.127261,1.20033,0.789973
1.99531,0.996709,0.229652,4,15,0,-0.923821,1.46395,0.452845
0.4192,0.833333,0.229652,4,11,0,-1.02017,1.49913,0.785911
1.7454,0.8059,0.229652,4,9,0,-0.297074,1.34511,0.269217
1.7454,0.32531,0.229652,1,1,0,-0.297074,1.34511,0.269217
1.65997,0.948957,0.229652,2,3,0,-0.354665,1.34916,0.264373
1.65997,0.00506284,0.229652,1,1,0,-0.354665,1.34916,0.264373
0.214477,0.275744,0.229652,2,3,0,-0.38351,1.38205,0.222435
0.214477,0.101638,0.229652,1,1,0,-0.38351,1.38205,0.222435
0.214477,1.52866e-07,0.229652,1,1,0,-0.38351,1.38205,0.222435
0.214477,1.31023e-11,0.229652,1,1,0,-0.38351,1.38205,0.222435
0.214477,0.0513995,0.229652,3,6,1,-0.38351,1.38205,0.222435
-0.558272,0.352196,0.229652,2,3,0,-0.400166,1.34163,0.226775
0.316405,0.285714,0.229652,3,7,0,-0.149097,1.31172,0.251097
1.52234,0.7875,0.229652,4,9,0,-0.924933,1.46895,0.595469
2.50931,0.985305,0.229652,4,15,0,-0.620126,1.41636,0.30513
2.50931,0.107714,0.229652,1,1,0,-0.620126,1.41636,0.30513
2.50931,0.0504214,0.229652,2,3,0,-0.620126,1.41636,0.30513
0.886782,0.612041,0.229652,3,7,0,-0.16412,1.35068,0.282776
2.14761,0.980946,0.229652,3,7,0,-0.665822,1.45455,0.339821
2.81634,1,0.229652,3,7,0,-0.570468,1.41551,0.355739
2.82478,0.940814,0.229652,3,7,0,-0.575089,1.40645,0.411806
2.20183,0.791567,0.229652,3,7,0,-0.252672,1.37063,0.47435
2.87269,0.982615,0.229652,3,7,0,-0.576105,1.40586,0.369357
2.8385,0.66615,0.229652,3,7,0,-0.362334,1.36221,0.374177
2.58901,0.973184,0.229652,3,7,0,-0.272782,1.33583,0.429236
2.33638,0.983773,0.229652,4,15,0,-0.803561,1.46813,0.422475
1.85979,0.934595,0.229652,2,3,0,-0.950391,1.49891,0.418167
1.37214,0.804209,0.229652,4,15,0,-1.04525,1.47233,0.491194
1.56903,0.948759,0.229652,4,11,0,-0.600354,1.37198,0.596615
1.26219,0.958245,0.229652,3,7,0,-0.000503961,1.3364,0.517025
-0.0565469,1,0.229652,4,11,0,0.0735241,1.20103,0.719151
1.3195,0.992214,0.229652,4,15,0,-0.343528,1.30376,0.39103
2.15718,0.964208,0.229652,3,7,0,-0.251751,1.37089,0.485169
2.29577,0.956821,0.229652,3,7,0,-0.75531,1.45631,0.483433
1.48159,0.808507,0.229652,4,9,0,-0.534837,1.44603,0.337046
2.51405,1,0.229652,3,7,0,-0.736688,1.45374,0.385081
2.77304,1,0.229652,3,7,0,-0.542516,1.40811,0.428508
2.54794,0.95958,0.229652,2,3,0,-0.537183,1.42521,0.427531
2.36223,0.982533,0.229652,4,15,0,-0.510096,1.41883,0.321904
1.35854,0.847991,0.229652,4,15,0,-0.568074,1.43666,0.659229
2.00805,0.704358,0.229652,4,15,0,-0.641337,1.44572,0.546611
1.55124,0.996635,0.229652,3,7,0,-0.953778,1.51331,0.522902
2.76416,0.998271,0.229652,4,15,0,-0.40742,1.35937,0.404698
1.68546,0.750564,0.229652,4,15,0,-0.740897,1.48797,0.486138
1.05969,0.914408,0.229652,3,7,0,-0.729,1.49472,0.622781
-0.11742,0.928929,0.229652,3,7,0,-0.846673,1.55456,0.679431
-0.0368868,0.983359,0.229652,3,7,0,-0.993135,1.54039,0.832028
0.713159,0.998802,0.229652,3,7,0,-1.12126,1.53566,0.681696
-0.436572,0.88968,0.229652,2,3,0,-1.28523,1.47375,0.67228
0.135376,1,0.229652,2,3,0,-1.12335,1.46997,0.761105
0.967052,0.993206,0.229652,3,7,0,-0.63671,1.48896,0.577693
1.05984,0.976411,0.229652,4,15,0,-0.037387,1.35258,0.561828
1.16923,0.986396,0.229652,3,7,0,-0.644073,1.36852,0.63164
0.678259,0.922763,0.229652,3,7,0,-0.885293,1.40849,0.657078
1.33245,0.938165,0.229652,2,3,0,-0.874177,1.41896,0.541667
1.79598,0.959507,0.229652,2,3,0,-0.415298,1.41346,0.560619
1.61007,0.974642,0.229652,4,15,0,-0.766911,1.41626,0.592142
0.980833,0.976219,0.229652,3,7,0,-0.83815,1.4742,0.714285
1.65384,0.864744,0.229652,3,7,0,-0.749476,1.48919,0.503084
0.052429,0.844556,0.229652,4,11,0,-0.055801,1.22819,0.745498
0.197946,1,0.229652,2,3,0,0.0232738,1.22542,0.74202
-1.3318,0.990441,0.229652,4,15,0,-0.300113,1.3634,1.17543
0.842062,0.932686,0.229652,4,11,0,-1.20464,1.55576,0.476715
-2.3098,0.601236,0.229652,4,15,0,-0.285426,1.48064,1.20898
-0.031044,0.631078,0.229652,4,15,0,-1.00335,1.40821,0.627802
2.37101,0.721265,0.229652,3,7,0,-0.732547,1.45847,0.45159
2.83584,0.997315,0.229652,4,11,0,-0.557234,1.39433,0.393737
1.00244,0.934317,0.229652,4,11,0,0.239461,1.24634,0.490306
1.11404,0.995169,0.229652,4,15,0,-0.9785,1.49028,0.321033
2.39829,0.473139,0.229652,3,7,0,-0.339331,1.39004,0.398891
1.16293,0.668755,0.229652,3,7,0,0.0189191,1.25754,0.613195
-1.51614,0.913696,0.229652,4,15,0,0.0960597,1.33071,1.14322
-2.10721,0.97152,0.229652,3,7,0,0.26462,1.37963,0.912973
-1.28105,1,0.229652,2,3,0,-0.05701,1.35968,1.11007
0.0326143,0.986157,0.229652,3,7,0,-0.499735,1.3024,0.729586
1.15947,0.976249,0.229652,2,3,0,-0.525097,1.38546,0.714749
0.17183,0.898398,0.229652,3,7,0,-0.713314,1.34347,0.589663
0.17183,0.422619,0.229652,3,7,0,-0.713314,1.34347,0.589663
0.973473,0.837405,0.229652,3,7,0,-0.447483,1.40146,0.740077
2.06982,0.955678,0.229652,3,7,0,-0.447215,1.40712,0.544823
2.44067,0.982897,0.229652,3,7,0,-0.507382,1.38306,0.501464
2.77639,0.880902,0.229652,4,11,0,-0.542509,1.38513,0.391961
1.66038,0.397464,0.229652,4,15,0,-0.0302122,1.32489,0.397954
-1.02238,0.985776,0.229652,4,15,0,-1.32593,1.59942,0.39802
-2.08097,0.899423,0.229652,3,7,0,-1.63048,1.60617,0.437818
-0.220051,0.984165,0.229652,4,15,0,-1.36295,1.59254,0.785533
0.599068,0.95224,0.229652,3,7,0,-1.24871,1.53267,0.648601
-0.0586644,0.942759,0.229652,4,13,0,-1.3179,1.59832,0.725606
-0.342802,0.969027,0.229652,2,3,0,-1.22298,1.61341,0.692113
0.0858578,0.963564,0.229652,3,7,0,-1.26773,1.49272,0.655593
1.5554,0.99336,0.229652,4,15,0,-0.658219,1.47718,0.519197
1.96744,0.987382,0.229652,4,15,0,-0.654406,1.46568,0.401366
2.5011,1,0.229652,1,1,0,-0.735033,1.45509,0.400003
1.49975,0.940064,0.229652,4,15,0,-0.759353,1.47797,0.604054
0.428212,0.987758,0.229652,3,7,0,-0.736695,1.42761,0.826724
0.12312,0.98346,0.229652,4,15,0,0.263537,1.22366,0.777667
1.63627,0.985626,0.229652,4,9,0,-0.646172,1.39346,0.609724
1.59722,0.95118,0.229652,4,15,0,-0.330466,1.40056,0.579114
-0.171285,0.949384,0.229652,4,15,0,-1.26194,1.51265,0.814584
0.694548,0.997114,0.229652,2,3,0,-1.08308,1.51705,0.710754
0.344607,0.956841,0.229652,3,7,0,-0.944633,1.4615,0.808573
-1.11458,0.966542,0.229652,4,15,0,-1.7657,1.65407,0.767181
-0.836294,0.999679,0.229652,3,7,0,-1.68751,1.63517,0.735569
0.99656,0.922672,0.229652,4,15,0,-0.86176,1.50674,0.661025
2.32838,0.958553,0.229652,4,11,0,-0.244665,1.3643,0.365352
0.84104,0.80995,0.229652,4,9,0,-0.812137,1.41996,0.719811
1.09118,0.954419,0.229652,4,15,0,-0.639267,1.48868,0.509577
-0.180241,0.964806,0.229652,3,7,0,-1.36571,1.52006,0.518406
1.13234,0.939541,0.229652,2,3,0,-1.13102,1.50044,0.558557
1.6097,0.942475,0.229652,2,3,0,-0.904476,1.51072,0.485564
2.39908,0.978719,0.229652,3,7,0,-0.80303,1.45725,0.435902
1.11735,0.654931,0.229652,4,9,0,-0.188768,1.34489,0.699576
0.800604,0.998246,0.229652,4,15,0,-0.331509,1.37807,0.765064
2.16252,0.762091,0.229652,3,7,0,-0.868988,1.45129,0.426956
2.28004,0.93075,0.229652,3,7,0,-0.447778,1.36764,0.526594
2.74874,0.794529,0.229652,3,7,0,-0.629136,1.40748,0.398977
2.65325,0.996106,0.229652,4,15,0,-0.398239,1.35774,0.330903
2.7525,0.862084,0.229652,2,3,0,-0.362316,1.36222,0.335886
2.7525,0.209295,0.229652,4,15,0,-0.362316,1.36222,0.335886
1.7526,0.821949,0.229652,3,7,0,-0.574932,1.44052,0.305478
2.50824,1,0.229652,2,3,0,-0.56523,1.39027,0.312773
2.50824,0.335882,0.229652,4,11,0,-0.56523,1.39027,0.312773
2.33643,0.99419,0.229652,2,3,0,-0.650372,1.40876,0.307855
2.33643,0.854785,0.229652,1,1,0,-0.650372,1.40876,0.307855
-1.67913,0.0253046,0.229652,2,3,0,-0.859794,1.41644,0.263889
1.20154,1,0.229652,1,1,0,-0.756805,1.46007,0.271105
0.702379,0.664241,0.229652,1,1,0,-0.814956,1.43864,0.265572
2.15853,0.920731,0.229652,3,7,0,-0.861173,1.44955,0.449393
0.680937,0.798759,0.229652,4,11,0,-0.621586,1.35926,0.334492
-0.989417,1,0.229652,4,15,0,-0.751976,1.53405,0.975456
0.398863,0.978516,0.229652,4,15,0,-1.04378,1.54369,0.737355
-2.04413,0.985697,0.229652,3,7,0,-1.11989,1.51186,1.3013
-0.658827,0.974966,0.229652,4,11,0,-0.897763,1.5768,0.76665
2.74587,0.970593,0.229652,4,15,0,-0.513311,1.40616,0.431218
2.63804,0.997013,0.229652,4,11,0,-0.312348,1.34185,0.426091
2.58099,0.953235,0.229652,4,15,0,-0.658066,1.44268,0.370578
-0.79452,0.489385,0.229652,3,7,0,-0.0383509,1.23706,0.337367
-0.79452,0.0610533,0.229652,2,3,0,-0.0383509,1.23706,0.337367
-0.79452,0.0449621,0.229652,1,1,0,-0.0383509,1.23706,0.337367
1.70018,1,0.229652,2,3,0,-0.0606451,1.28723,0.350285
1.10615,0.998752,0.229652,3,7,0,0.141481,1.25697,0.394105
2.02121,0.973462,0.229652,3,7,0,-0.173266,1.30005,0.363801
0.556631,0.94681,0.229652,4,15,0,0.275133,1.24517,0.425479
0.578771,0.960484,0.229652,2,3,0,0.268109,1.21581,0.448909
0.476781,0.940657,0.229652,3,7,0,0.33723,1.23692,0.477989
2.18308,0.96253,0.229652,3,7,0,-0.245582,1.3728,0.390661
2.0852,0.981298,0.229652,3,7,0,-0.631625,1.37929,0.385431
2.03635,0.994271,0.229652,2,3,0,-0.331173,1.39619,0.364657
0.55345,0.862261,0.229652,4,9,0,-0.915263,1.5464,0.593264
-0.226585,0.825867,0.229652,2,3,0,-0.733844,1.54021,0.599253
-0.143323,0.988507,0.229652,3,7,0,-1.0274,1.41083,0.627503
1.55257,0.991288,0.229652,3,7,0,-0.341313,1.38826,0.626638
1.9164,0.990932,0.229652,4,11,0,-0.58485,1.40498,0.264712
1.9164,0.0818399,0.229652,1,1,0,-0.58485,1.40498,0.264712
1.9164,0.00148992,0.229652,1,1,0,-0.58485,1.40498,0.264712
1.94362,0.987425,0.229652,3,7,0,-0.462803,1.39303,0.264082
1.94362,0.0732504,0.229652,1,1,0,-0.462803,1.39303,0.264082
0.438874,0.547292,0.229652,4,11,0,-0.990303,1.47889,0.786411
-0.453366,0.965487,0.229652,2,3,0,-1.18871,1.47038,0.849785
-0.315129,0.907058,0.229652,4,15,0,-0.964007,1.54604,0.361711
0.639771,0.988412,0.229652,4,15,0,-0.902068,1.42893,0.338811
1.91595,1,0.229652,3,5,0,-0.644822,1.46601,0.468113
2.07,0.992492,0.229652,3,7,0,-0.598792,1.36948,0.420566
2.56112,0.956886,0.229652,3,7,0,-0.571941,1.43203,0.409634
0.863126,0.951164,0.229652,4,15,0,-1.07907,1.47963,0.649147
1.23923,0.407657,0.229652,4,15,0,-1.08062,1.50498,0.386613
0.549615,0.977528,0.229652,4,15,0,-0.121951,1.29616,0.78688
2.54764,0.979582,0.229652,4,9,0,-0.374621,1.34482,0.351552
2.10206,0.969619,0.229652,3,7,0,-0.076799,1.32021,0.442032
1.41992,0.956759,0.229652,4,11,0,-0.0879419,1.29766,0.626985
1.92601,0.99923,0.229652,3,7,0,-0.0769137,1.29656,0.515591
2.72677,0.996659,0.229652,4,11,0,-0.361928,1.36269,0.330605
1.98458,0.818716,0.229652,3,7,0,-0.898515,1.46825,0.360923
2.30342,0.998712,0.229652,3,7,0,-0.709142,1.42818,0.310269
2.30342,0.0391261,0.229652,2,3,0,-0.709142,1.42818,0.310269
2.77326,0.996072,0.229652,3,7,0,-0.40937,1.36055,0.356049
2.68752,0.992082,0.229652,3,7,0,-0.296304,1.34102,0.377241
2.22523,0.565502,0.229652,2,3,0,-0.149721,1.32713,0.348278
2.57669,0.766192,0.229652,4,11,0,-0.609704,1.39476,0.438943
2.57669,0.713465,0.229652,3,7,0,-0.609704,1.39476,0.438943
0.251579,0.546369,0.229652,4,11,0,-0.87437,1.55006,0.601846
0.711186,0.992148,0.229652,4,11,0,-0.148941,1.25606,0.640132
0.606754,0.934135,0.229652,2,3,0,-0.0943178,1.2388,0.586104
1.62124,0.941378,0.229652,3,7,0,-0.223592,1.38614,0.428853
0.518246,0.774851,0.229652,4,11,0,-0.462423,1.30862,0.680745
-1.06795,0.843275,0.229652,2,3,0,0.162337,1.36978,0.686615
-1.91952,1,0.229652,3,7,0,-0.252191,1.19824,0.990864
-0.200558,0.998937,0.229652,3,7,0,-0.292488,1.35624,0.947901
2.03283,1,0.229652,4,15,0,-0.0708012,1.30369,0.369531
1.35978,0.963635,0.229652,4,15,0,0.00198715,1.26916,0.593894
0.341151,0.922044,0.229652,3,7,0,0.398226,1.22527,0.602896
0.0989128,0.951497,0.229652,3,7,0,-0.169701,1.34135,0.879167
0.472592,0.988852,0.229652,3,7,0,0.0775016,1.255,0.758763
1.18628,0.995856,0.229652,3,7,0,0.0870262,1.28474,0.612693
-0.0737696,0.688004,0.229652,4,15,0,0.264475,1.24369,0.828383
2.154,0.975727,0.229652,4,15,0,-0.813521,1.47986,0.431532
2.37336,0.982973,0.229652,4,15,0,-0.322502,1.32822,0.442043
2.17596,0.942766,0.229652,4,15,0,-0.60369,1.38158,0.338521
1.93524,0.859653,0.229652,1,1,0,-0.589417,1.37644,0.321242
2.62957,1,0.229652,4,15,0,-0.645453,1.42668,0.328521
2.08366,0.769069,0.229652,3,7,0,-0.429677,1.36192,0.281053
2.08366,0.0555602,0.229652,3,5,0,-0.429677,1.36192,0.281053
1.54952,0.812308,0.229652,3,7,0,-0.0706963,1.29115,0.328278
0.95855,0.883879,0.229652,4,15,0,-0.259829,1.31237,0.717601
-0.294576,0.902148,0.229652,4,15,0,-0.27998,1.24376,0.657182
1.052,0.962146,0.229652,2,3,0,-0.0552769,1.27355,0.666368
1.2423,0.997512,0.229652,2,3,0,0.0307389,1.29321,0.627241
0.727817,0.85205,0.229652,4,9,0,0.00503286,1.3541,0.53625
1.28976,0.982567,0.229652,2,3,0,-0.0335326,1.32522,0.616087
0.646439,0.991134,0.229652,3,7,0,0.00247111,1.32565,0.725376
# 
#  Elapsed Time: 0.025317 seconds (Warm-up)
#                0.025786 seconds (Sampling)
#                0.051103 seconds (Total)
# 
